what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1335438318420
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1335438320464
started,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1335438320744
started,bundle,org.eclipse.jst.j2ee.core,1.1.203.v200901221030,org.eclipse.jst.j2ee.core,1335438320744
started,bundle,org.eclipse.jem,2.0.202.v200810282000,org.eclipse.jem,1335438320807
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200902171115,org.eclipse.emf.ecore.xmi,1335438320822
started,bundle,org.eclipse.jst.jee,1.0.103.v200901220530,org.eclipse.jst.jee,1335438321041
started,bundle,org.eclipse.jem.ui,2.0.100.v200806051600,org.eclipse.jem.ui,1335438321072
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1335438321103
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1335438321228
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1335438321665
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1335438321712
started,bundle,org.eclipse.jst.j2ee,1.1.206.v200902052030,org.eclipse.jst.j2ee,1335438321743
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineEnd,1335438326766
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1335438327686
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1335438333677
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1335438334862
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1335438335034
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1335438335237
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordPrevious,1335438335393
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.wordNext,1335438335830
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1335438338123
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1335438339667
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1335438341071
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1335438341290
